Year,Value,Unit,Country,Sector,Source,Scenario,DataType,Method,Notes
2012,0.07,MtCO2,Viet Nam,Power sector - Other fossil,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Other fossil
2013,0.48,MtCO2,Viet Nam,Power sector - Other fossil,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Other fossil
2014,0.46,MtCO2,Viet Nam,Power sector - Other fossil,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Other fossil
2015,0.65,MtCO2,Viet Nam,Power sector - Other fossil,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Other fossil
2016,0.78,MtCO2,Viet Nam,Power sector - Other fossil,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Other fossil
2017,0.1,MtCO2,Viet Nam,Power sector - Other fossil,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Other fossil
2018,0.49,MtCO2,Viet Nam,Power sector - Other fossil,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Other fossil
2019,1.45,MtCO2,Viet Nam,Power sector - Other fossil,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Other fossil
2020,1.22,MtCO2,Viet Nam,Power sector - Other fossil,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Other fossil
2021,0.52,MtCO2,Viet Nam,Power sector - Other fossil,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Other fossil
2022,0.47,MtCO2,Viet Nam,Power sector - Other fossil,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Other fossil
2023,1.12,MtCO2,Viet Nam,Power sector - Other fossil,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Other fossil
2024,0.41,MtCO2,Viet Nam,Power sector - Other fossil,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Other fossil
2000,0,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2001,0,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2002,0,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2003,0,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2004,0,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2005,0,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2006,0,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2007,0,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2008,0,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2009,0,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2010,0,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2011,0,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2012,0,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2013,0,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2014,0,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2015,0,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2016,0,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2017,0,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2018,0,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2019,0.23,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2020,0.51,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2021,1.24,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2022,1.22,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2023,1.22,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2024,1.23,MtCO2,Viet Nam,Power sector - Solar,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Solar
2000,0,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2001,0,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2002,0,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2003,0,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2004,0,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2005,0,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2006,0,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2007,0,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2008,0,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2009,0,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2010,0,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2011,0,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2012,0,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2013,0,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2014,0,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2015,0,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2016,0,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2017,0.01,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2018,0.01,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2019,0.01,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2020,0.01,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2021,0.05,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2022,0.13,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2023,0.16,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2024,0.18,MtCO2,Viet Nam,Power sector - Wind,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Wind
2000,44.237,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2001,48.811,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2002,57.187,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2003,60.316,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2004,73.549,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2005,79.23,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2006,81.577,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2007,90.003,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2008,101.243,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2009,111.993,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2010,126.659,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2011,126.354,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2012,125.598,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2013,131.891,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2014,145.914,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2015,165.16,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2016,184.133,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2017,185.881,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2018,235.833,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2019,283.616,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2020,293.785,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2021,280.442,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2022,285.994,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2023,292.879,MtCO2,Viet Nam,Energy-related CO2 from fuel combustion,IEA,,Historical,Historical CO2 emissions from fuel combustion.,"Original value column: CO2 emissions from fuel combustion, Viet Nam"
2000,44.237,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2001,48.811,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2002,57.187,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2003,60.316,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2004,73.549,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2005,79.23,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2006,81.577,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2007,90.003,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2008,101.243,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2009,111.993,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2010,126.659,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2011,126.354,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2012,125.598,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2013,131.891,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2014,145.914,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2015,165.16,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2016,184.133,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2017,185.881,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2018,235.833,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2019,283.616,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2020,293.785,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2021,280.442,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2022,285.994,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2023,292.879,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Historical,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2024,381.58000000000004,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2025,385.31666666666666,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2026,389.05333333333334,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2027,392.79,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2028,396.52666666666664,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2029,400.2633333333333,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2030,404,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2031,393.6,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2032,383.2,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2033,372.8,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2034,362.4,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2035,352,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2036,341.6,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2037,331.2,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2038,320.8,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2039,310.4,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2040,300,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
2041,289.6,MtCO2e,Viet Nam,Energy-related emissions,IEA historical + DEA/PDP8 projection,PDP8-compatible BSL,Projected,Uses IEA historical values where available; otherwise uses DEA BSL non-power emissions plus the PDP8-compatible power pathway.,Projection combines DEA non-power CO2eq with EMBER/PDP8 power CO2; interpret as an energy-emissions pathway in MtCO2e-equivalent terms.
